-DOCSTART- -X- -X- O
be VB O O
closed VBN O O
would MD O O
not RB O O
go VB O O
PNC NNP O O
have VBP O O
told VBN O O
timeline NN O O
first JJ O O
place NN O O
think VBP O O
whole JJ O O
practice NN O O
UDAAP NNP O O
Credit NN O O
score NN O O
Social NNP O O
"434 43 7676" SSN O MSK
greatly RB O O
impacted JJ O O
due JJ O O
charges NNS O O

following JJ O O
accounts NNS O O
credit NN O O
inquiries NNS O O
listed VBN O O
Equifax NNP O O
credit NN O O
report NN O O
SS NNP O O
"444 67 3232" SSN O MSK
are VBP O O
fraudulent JJ O O
unauthorized JJ O O
not RB O O
mine JJ O O
dont JJ O O
belong NN O O
"5344 3046 4303 1677" CRE O MSK
XX/XX/XXXX NNP O O
"3762 4558 0684 386" CRE O MSK
XX/XX/XXXX NNP O O
"4556 7154 6993 2928" CRE O MSK
XX/XX/XXXX NNP O O

had VBD O O
debt NN O O
XXXX NNP O O
XXXX NNP O O
CC NNP O O
"4024 0071 5966 2997" CRE O MSK
was VBD O O
passed VBN O O
Stephen NNP O O
einstein NNP O O
associates NNS O O
law NN O O
firm NN O O
Now RB O O
fast RB O O
forward RB O O
date NN O O
XX/XX/2019 NNP O O
My NNP O O
DL NNP O O
details NNS O O
are VBP O O
i96192368410224 JJ O O
SS NNP O O
"473 98 4313" SSN O MSK

am VBP O O
victim NN O O
identity NN O O
theft NN O O
accounts NNS O O
"5473 8973 0700 7050" CRE O MSK
"3718 8288 5736 563" CRE O MSK
are VBP O O
not RB O O
responsibility NN O O
Equifax NNP O O
failed VBD O O
give VB O O
result NN O O
investigation NN O O
assume VBP O O
were VBD O O
unable JJ O O
verify VB O O
error NN O O
affected VBN O O
credit NN O O
score NN O O
SS NNP O O
"434 65 5454" SSN O MSK
tremendously RB O O

Recurring VBG O O
automatic JJ O O
payments NNS O O
established VBN O O
account NN O O
"5486 5871 8470 7634" CRE O MSK
SS NNP O O
"303 44 1053" SSN O MSK
were VBD O O
processed VBN O O
exception NN O O
final JJ O O
payment NN O O

would MD O O
like VB O O
better JJR O O
ways NNS O O
screening VBG O O
person NN O O
information NN O O
flagging VBG O O
person NN O O
something NN O O
did VBD O O
not RB O O
do VB O O
MY NNP O O
SS NNP O O
"434 67 1313" SSN O MSK
DL NNP O O
e07254669063015 JJ O O

was VBD O O
not RB O O
clear JJ O O
% NN O O
charge NN O O
called VBD O O
make VB O O
sure JJ O O
had VBD O O
better JJR O O
understanding NN O O
called VBD O O
first JJ O O
time NN O O
spoke NN O O
customer NN O O
service NN O O
explain VB O O
charge NN O O
CC NNP O O
"5471 9019 3869 8048" CRE O MSK
SS NNP O O
"653 78 2784" SSN O MSK

XXXX NN O O
b NN O O
XXXX NNP O O
XXXX NNP O O
consumer NN O O
reporting NN O O
agency NN O O
shall MD O O
promptly RB O O
notify VB O O
furnisher NN O O
information NN O O
identified VBN O O
consumer NN O O
subsection NN O O
XXXX NNP O O
information NN O O
XXXX NNP O O
be VB O O
result NN O O
identity NN O O
theft NN O O
XXXX NNP O O
identity NN O O
theft NN O O
report NN O O
Social NNP O O
"434 87 1329" SSN O MSK
CC NNP O O
"5274 5180 3616 7079" CRE O MSK
been VBN O O
filed VBN O O
XXXX NNP O O
block NN O O
been VBN O O
requested VBN O O
section NN O O
XXXX NNP O O
effective JJ O O
dates NNS O O
block NN O O

Access NN O O
blocked VBN O O
information NN O O
law NN O O
enforcement NN O O
agencies NNS O O
provision NN O O
section NN O O
shall MD O O
be VB O O
construed VBN O O
requiring VBG O O
consumer NN O O
reporting NN O O
agency NN O O
prevent VB O O
XXXX NN O O
XXXX NNP O O
local JJ O O
law NN O O
enforcement NN O O
agency NN O O
accessing VBG O O
blocked VBN O O
information NN O O
consumer NN O O
file NN O O
agency NN O O
could MD O O
otherwise VB O O
obtain VB O O
access NN O O
subchapter NN O O
DL NNP O O
g69409952385295 JJ O O

credit NN O O
now RB O O
badly RB O O
damaged VBN O O
down RB O O
now RB O O
XXXX VB O O
SSN NNP O O
"343 55 8293" SSN O MSK

have VBP O O
had VBD O O
lease NN O O
new JJ O O
XXXX NNP O O
XXXX NNP O O
years NNS O O
XXXX NNP O O
SS NNP O O
"553 40 1311" SSN O MSK
have VBP O O
been VBN O O
notified VBN O O
had VBD O O
make VB O O
extra JJ O O
amount NN O O
added VBD O O
payment NN O O
personal JJ O O
property NN O O
taxes NNS O O
have VBP O O
sent VBN O O
received VBD O O
personal JJ O O
property NN O O
tax NN O O
owned JJ O O
cars NNS O O
thought VBD O O
wonder VBP O O
how WRB O O
much JJ O O
am VBP O O
paying VBG O O
leased VBN O O
XXXX NNP O O
XXXX NNP O O
comparatively RB O O

called VBD O O
back RB O O
explained VBD O O
situation NN O O
was VBD O O
told VBN O O
would MD O O
contact VB O O
right JJ O O
department NN O O
have VBP O O
send VB O O
avail NN O O
Please NNP O O
help VB O O
resolve VB O O
DLID NN O O
SS NNP O O
"715 93 3526" SSN O MSK

have VBP O O
contacted VBN O O
Midwest NNP O O
recovery NN O O
systems NNS O O
XXXX NNP O O
credit NN O O
bureau NN O O
regards NNS O O
CC NNP O O
account NN O O
"5340 5387 3896 3633" CRE O MSK
Midwest NNP O O
XXXX NNP O O

Items NNS O O
credit NN O O
report NN O O
XXXX NNP O O
sore NN O O
have VBP O O
credit NN O O
card NN O O
debt NN O O
CC NNP O O
"5443 7352 7249 3573" CRE O MSK
everything NN O O
XXXX NNP O O
are VBP O O
showing VBG O O
open JJ O O
balances NNS O O
XXXX NNP O O
will MD O O
not RB O O
correct VB O O

HAVE VBP O O
REVIEWED NNP O O
MY NNP O O
CREDIT NNP O O
REPORT NNP O O
Social NNP O O
"434 98 1920" SSN O MSK
AND NNP O O
FOUND NNP O O
INACCURATE NNP O O
ACCOUNTS NNP O O
"3489 5216 9165 381" CRE O MSK
"5168 1412 6373 4351" CRE O MSK
ON NNP O O
MY NNP O O
FILE NNP O O

Please VB O O
help VB O O
company NN O O
not RB O O
sending VBG O O
information NN O O
Ive NNP O O
wrote VBD O O
letters NNS O O
getting VBG O O
lawyer NN O O
soon RB O O
Thank NNP O O
Please VB O O
remove VB O O
credit NN O O
report NN O O
Social NNP O O
"777 55 3425" SSN O MSK
DLID NNP O O
n48648213645320 JJ O O

did VBD O O
not RB O O
receive VB O O
bill NN O O
using VBG O O
card NN O O
"3440 3652 5685 573" CRE O MSK
SS NNP O O
"669 30 7414" SSN O MSK
first JJ O O
time NN O O
end NN O O
XXXX NNP O O
realized VBD O O
had VBD O O
not RB O O
received VBN O O
called VBD O O
brought VBD O O
account NN O O
current JJ O O
same JJ O O
day NN O O

be VB O O
removed VBN O O
blocked VBN O O
company NN O O
not RB O O
taking VBG O O
calls NNS O O
issue NN O O
Someone NN O O
was VBD O O
there RB O O
help VB O O
literally RB O O
just RB O O
posted VBN O O
today NN O O
incorrect JJ O O
charge NN O O
CC NNP O O
"5347 5118 8177 9919" CRE O MSK

fraudulent JJ O O
DL NNP O O
reference NN O O
c35839796529847 JJ O O

have VBP O O
disputed VBN O O
account NN O O
onXX/XX/19 NN O O
requested VBD O O
method NN O O
verification NN O O
CC NNP O O
account NN O O
"4916 7096 3768 0365" CRE O MSK
SS NNP O O
"930 80 5995" SSN O MSK
know VBP O O
account NN O O
can MD O O
not RB O O
be VB O O
verified VBN O O
have VBP O O
reached VBN O O

CREDIT NNP O O
SCORE NNP O O
HAS NNP O O
DECREASED NNP O O
BY NNP O O
POINTS NNP O O
Social JJ O O
"209 82 9367" SSN O MSK
HAVE VBP O O
TRIED VBN O O
SEVERAL NNP O O
PHONE NNP O O
NUMBERS NNP O O
AND NNP O O
CAN NNP O O
NOT NNP O O
GET NNP O O
AN NNP O O
ANSWER NNP O O
AS NNP O O
TO NNP O O
WHY NNP O O
MY NNP O O
CREDIT NNP O O
SCORE NNP O O
HAS NNP O O
GONE NNP O O
DOWN NNP O O
WANT VBP O O
THIS NNP O O
ANSWERED NNP O O
IMMEDIATELY NNP O O
THEY NNP O O
ARE NNP O O
ALSO NNP O O
KEEPING NNP O O
INVALID NNP O O
INFORMATION NNP O O
ON NNP O O
MY NNP O O
REPORT NNP O O
EVEN NNP O O
THOUGH NNP O O
IT NNP O O
WAS NNP O O
DISPUTED NNP O O
AND NNP O O
IS NNP O O
CLEARLY NNP O O
NOT NNP O O
VALID NNP O O

was VBD O O
reviewing VBG O O
credit NN O O
report NN O O
SSN NNP O O
"778 98 2384" SSN O MSK

SS NNP O O
"282 26 1594" SSN O MSK
now RB O O
got VBD O O
served VBD O O
civil JJ O O
action NN O O
summons NNS O O
XX/XX/XXXX NN O O
days NNS O O
respond VB O O
have VBP O O
been VBN O O
contact NN O O
Flagstar NNP O O
Bank NNP O O
sent VBD O O
paper NN O O
work NN O O
requested VBD O O
modification NN O O
times NNS O O
mail NN O O
email NN O O
past JJ O O
months NNS O O
still RB O O
can MD O O
not RB O O
will MD O O
not RB O O
help VB O O
time NN O O
call VBP O O
say VBP O O
are VBP O O
working VBG O O
need VBP O O
paper NN O O
paper NN O O
have VBP O O
already RB O O
sent VBN O O
again RB O O
send VBP O O
again RB O O
sent VBD O O
payment NN O O
as RB O O
well RB O O
Please VB O O
help VB O O
family NN O O

received VBD O O
letter NN O O
Transunion NNP O O
credit NN O O
bureau NN O O
File NNP O O
Number NNP O O
XXXX NNP O O
Social NNP O O
"763 59 8984" SSN O MSK
stating VBG O O
need VBP O O
submit VB O O
extra JJ O O
documentation NN O O
obtain VB O O
credit NN O O
report NN O O
have VBP O O
already RB O O
submitted VBN O O
application NN O O
XXXX VB O O
XXXX NNP O O
XXXX NNP O O
copies NNS O O
required JJ O O
documents NNS O O
needed VBD O O
send VB O O
more JJR O O
documents NNS O O
then RB O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
would MD O O
have VB O O
stated VBN O O
would MD O O
please VB O O
look VB O O
Thank VB O O

am VBP O O
currently RB O O
paying VBG O O
loan NN O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
HELOC NNP O O
"5232 6139 2104 9176" CRE O MSK
SS NNP O O
"536 38 1549" SSN O MSK

was VBD O O
able JJ O O
get VB O O
credit NN O O
report NN O O
Social NNP O O
"667 88 2234" SSN O MSK
listed VBD O O
accounts NNS O O
"4916 6427 6817 3852" CRE O MSK
"5108 4126 5236 9510" CRE O MSK
past NN O O
bureaus NN O O
as RB O O
recently RB O O
XXXX NNP O O
XXXX NNP O O
Experian NNP O O
XXXX NNP O O
XX/XX/XXXX NNP O O
credit NN O O
Report NNP O O
XXXX NNP O O
XXXX NNP O O
now RB O O
can MD O O
not RB O O
get VB O O
XXXX NNP O O
Experian NNP O O
XXXX NNP O O
states NNS O O
system NN O O
was VBD O O
unable JJ O O
get VB O O
enough JJ O O
information NN O O
confirms VB O O
identity NN O O
series NN O O
questions NNS O O
based VBN O O
accounts NNS O O
personal JJ O O
information NN O O
even RB O O
past NN O O
have VBP O O
gotten VBN O O
credit NN O O
report NN O O
bureaus NN O O
series NN O O
questions NNS O O
asked VBN O O
past NN O O
suddenly RB O O
have VBP O O
not RB O O
built VBN O O
credit NN O O
history NN O O
enough JJ O O
ask VB O O
series NN O O
questions NNS O O
get VB O O
report NN O O
online NN O O
BULL NNP O O
organization NN O O
take VB O O
credit NN O O
data NNS O O
everywhere RB O O
when WRB O O
want VBP O O
see VB O O
put VBD O O
roadblocks NNS O O
excuses NNS O O

going VBG O O
happen VB O O
unacceptable JJ O O
CFPB NNP O O
going VBG O O
send VB O O
XXXX NNP O O
XXXX NNP O O
complain NN O O
return NN O O
may MD O O
may MD O O
not RB O O
send VB O O
report NN O O
way NN O O
unacceptable JJ O O
want VBP O O
have VB O O
save VB O O
report NN O O
online NN O O
when WRB O O
want VBP O O
not RB O O
have VB O O
complain VB O O
CFPB NNP O O
intermediary JJ O O
force VB O O
credit NN O O
bureaus NN O O
give VB O O
report NN O O
Secondly RB O O
bureaus NNS O O
will MD O O
send VB O O
report NN O O
will MD O O
not RB O O
be VB O O
able JJ O O
monitor VB O O
credit NN O O
months NNS O O
only RB O O
need VBP O O
report NN O O
time NN O O

also RB O O
would MD O O
like VB O O
sign VB O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
credit NN O O
monitoring NN O O
problem NN O O
persisting VBG O O
am VBP O O
not RB O O
able JJ O O
do VB O O

Tell VB O O
bureaus NNS O O
get VB O O
act NN O O
together RB O O
stop VB O O
yanking VBG O O
consumers NNS O O
chains NNS O O
Thank NNP O O

received VBD O O
bill NN O O
CC NNP O O
"5153 6388 7233 2573" CRE O MSK
Navient NNP O O
XX/XX/2019 NN O O
called VBD O O
expressed VBD O O
concerns NNS O O
repaying VBG O O
student NN O O
loans NNS O O
shared VBD O O
monthly JJ O O
payment NN O O
way NN O O
too RB O O
high JJ O O
just RB O O
finished VBD O O
taking VBG O O
graduate NN O O
classes NNS O O
XXXX NNP O O

company NN O O
threatening VBG O O
report VB O O
status NN O O
loans NNS O O
consumer NN O O
reporting NN O O
agencies NNS O O
XX/XX/XXXX NN O O
Social JJ O O
"683 82 8329" SSN O MSK
have VBP O O
been VBN O O
paying VBG O O
could MD O O
afford VB O O
theyre VB O O
still RB O O
asking VBG O O
full JJ O O
amount NN O O
Ive NNP O O
talked VBD O O
multiple VB O O
representatives NNS O O
none NN O O
are VBP O O
understanding VBG O O
financial JJ O O
situation NN O O
even RB O O
tried VBD O O
refinance VB O O
loans NNS O O
company NN O O
was VBD O O
denied VBN O O

recently RB O O
used VBD O O
credit NN O O
card NN O O
"5104 6050 0979 4488" CRE O MSK
CVV NNP O O
buy VB O O
XXXX NNP O O
gifts NNS O O
when WRB O O
looked VBD O O
credit NN O O
score NN O O
Social NNP O O
"745 43 4739" SSN O MSK
XXXX NNP O O
XXXX NNP O O
saw VBD O O
score NN O O
had VBD O O
dropped VBN O O
significantly RB O O
GOOD JJ O O
FAIR NNP O O
complaint NN O O
why WRB O O
should MD O O
score NN O O
go VBP O O
because RB O O
use VBP O O
available JJ O O
credit NN O O
have VBP O O
utilization NN O O
went VBD O O
% NN O O
% NN O O
available JJ O O
credit NN O O
practice NN O O
Credit NNP O O
Reporting NNP O O
companies NNS O O
unfair JJ O O
fraudulent JJ O O
drop VBP O O
score NN O O
have VBP O O
not RB O O
waited VBN O O
see VB O O
make VBP O O
payments NNS O O
time NN O O
even RB O O
make VBP O O
minimum NN O O
greater JJR O O
payment NN O O
are VBP O O
doing VBG O O
penalizes NNS O O
using VBG O O
available JJ O O
credit NN O O
WHICH NNP O O
then RB O O
used VBN O O
reason NN O O
lenders NNS O O
charge VB O O
high JJ O O
interest NN O O
rates NNS O O
practice NN O O
more JJR O O
collusion NN O O
Credit NNP O O
Reporting NNP O O
companies NNS O O
Lenders NNP O O
really RB O O
take VBP O O
step NN O O
forward RB O O
end VB O O
steps NNS O O
backwards NNS O O
literally RB O O
putting VBG O O
cart NN O O
horse NN O O
have VBP O O
worked VBN O O
very RB O O
diligently RB O O
get VB O O
high JJ O O
credit NN O O
score NN O O
order NN O O
get VB O O
advantages NNS O O
Instead RB O O
helping VBG O O
consumers NNS O O
are VBP O O
suppressing VBG O O
consumers NNS O O
working VBG O O
Lenders NNS O O
keep VB O O
continually RB O O
paying VBG O O
higher JJR O O
interest NN O O
rates NNS O O

look VBP O O
forward RB O O
hearing VBG O O
XXXX NN O O

late JJ O O
payments NNS O O
appearing VBG O O
credit NN O O
report NN O O
are VBP O O
FALSE JJ O O
make VBP O O
timely JJ O O
payments NNS O O
have VBP O O
not RB O O
missed VBN O O
payment NN O O
incorrect JJ O O
reporting NN O O
harming VBG O O
credit NN O O
score NN O O
lates NNS O O
need VBP O O
be VB O O
removed VBN O O
credit NN O O
report NN O O
Social JJ O O
"675 87 7837" SSN O MSK

called VBD O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
informed VBD O O
debt NN O O
CC NNP O O
"5258 7102 7272 1947" CRE O MSK
was VBD O O
not RB O O
debt NN O O
had VBD O O
never RB O O
signed VBN O O
anything NN O O
XXXX NNP O O
XXXX NNP O O
was VBD O O
not RB O O
going VBG O O
pay VB O O
debt NN O O
filled VBD O O
ID NNP O O
theft NN O O
affidavit NN O O
also RB O O
went VBD O O
XXXX NNP O O
XXXX NNP O O
Police NNP O O
Dept NNP O O
not RB O O
account NN O O
want VBP O O
deleted VBD O O
Transunion NNP O O
report NN O O
fro VB O O
SS NNP O O
"785 89 7843" SSN O MSK

time NN O O
XXXX JJ O O
XXXX NNP O O
company NN O O
name NN O O
America NNP O O
express RB O O
"5349 0674 5018 6158" CRE O MSK
account NN O O
XXXX NNP O O
company NN O O
gold NN O O
card NN O O
XXXX NN O O
year NN O O
membership NN O O
fee NN O O
was VBD O O
paid VBN O O
XXXX NN O O
statement NN O O
XX/XX/XXXX NNP O O
still RB O O
work VBP O O
hour NN O O
week NN O O
just RB O O
pay VB O O
bill NN O O
Please VB O O
resolve VB O O
Social NNP O O
"565 78 8392" SSN O MSK
DL NNP O O
b63963293801026 VBN O O

have VBP O O
had VBN O O
credit NN O O
cards NNS O O
"4556 5593 9614 8582" CRE O MSK
CVV NNP O O
"4539 8193 4555 1837" CRE O MSK
CVV NNP O O
many JJ O O
years NNS O O
XX/XX/XXXX NNP O O
XX/XX/XXXX NNP O O
own JJ O O
medical JJ O O
dental JJ O O
bills NNS O O

was VBD O O
going VBG O O
utilize VB O O
credit NN O O
card NN O O
interest NN O O
period NN O O
credit NN O O
Social NNP O O
"473 43 8982" SSN O MSK
been VBN O O
destroyed VBN O O
other JJ O O
card NN O O
now RB O O
only RB O O
available JJ O O
not RB O O
had VBD O O
available JJ O O
when WRB O O
started VBD O O
trying VBG O O
settle VB O O
last JJ O O
year NN O O
more JJR O O

Pulled VBN O O
credit NN O O
report NN O O
SSN NNP O O
"738 92 9302" SSN O MSK
XX/XX/2019 NN O O
Found NNP O O
item NN O O
report NN O O
disputed VBN O O
Sent NNP O O
letter NN O O
company NN O O
Company NNP O O
signed VBD O O
certified JJ O O
letter NN O O
No NNP O O
response NN O O
company NN O O
Sent NNP O O
second JJ O O
letter NN O O
company NN O O
Company NNP O O
signed VBD O O
certified JJ O O
letter NN O O
Pulled VBD O O
credit NN O O
report NN O O
XX/XX/2019 NNP O O
item NN O O
credit NN O O
report NN O O
Company NNP O O
not RB O O
respond VB O O
letters NNS O O
sent VBN O O

several JJ O O
attempts NNS O O
send VB O O
FTC NNP O O
fraud NN O O
report NN O O
CRA NNP O O
have VBP O O
failed VBN O O
process VB O O
orcorespond NN O O
regarding VBG O O
matter NN O O
Social NNP O O
Security NNP O O
number NN O O
"478 98 4738" SSN O MSK

name NN O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
SS NNP O O
"473 32 3782" SSN O MSK
address NN O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
OH NNP O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
"4556 7461 9194 0053" CRE O MSK
"4195 4400 4506 3216" CRE O MSK
were VBD O O
closed VBN O O
remedy NN O O
resolve NN O O
cut VBD O O
life NN O O
line NN O O
business NN O O
had VBD O O
few JJ O O
employees NNS O O
coworkers NNS O O
account NN O O
AUTHORIZED NNP O O
USERS NNP O O

XXXX VBP O O
XXXX RB O O
purchased VBN O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
using VBG O O
CC NNP O O
"4485 6556 8995 3443" CRE O MSK
XX/XX/XXXX NN O O
financed VBD O O
XXXX NNP O O
XXXX NNP O O
made VBD O O
payments NNS O O
time NN O O
XX/XX/XXXX NN O O
refinanced VBD O O
loan NN O O
Bank NNP O O
America NNP O O

even RB O O
credit NN O O
report NN O O
BOA NNP O O
states NNS O O
Charge NNP O O
Off NNP O O
Never NNP O O
Late NNP O O
How NNP O O
smart NN O O
Again VB O O
XXXX NNP O O
lady NN O O
could MD O O
n't RB O O
answer VB O O
why WRB O O
charge NN O O
was VBD O O
placed VBN O O
acc NN O O
even RB O O
still RB O O
where WRB O O
getting VBG O O
payment NN O O
Please NNP O O
help VB O O
resolve VB O O
details NNS O O
are VBP O O
SS NNP O O
"647 89 8933" SSN O MSK
DL NNP O O
r77676091727084 NN O O

financed VBD O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
XXXXr NNP O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
using VBG O O
CC NNP O O
"5360 4499 2180 0746" CRE O MSK
SS NNP O O
"551 63 8557" SSN O MSK
rate NN O O
% NN O O

was VBD O O
credit NN O O
report NN O O
online NN O O
XXXX NNP O O
credit NN O O
report NN O O
SS NNP O O
"748 43 5455" SSN O MSK
new JJ O O
company NN O O
showing VBG O O
collections NNS O O
company NN O O
trying VBG O O
collect VB O O
charge NN O O
CC NNP O O
"5384 6217 6989 6414" CRE O MSK
listed VBN O O
Midwest NNP O O
recovery NN O O
systems NNS O O
however RB O O
actual JJ O O
company NN O O
XXXX NNP O O
XXXX NNP O O
address NN O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
XXXX NNP O O
MO NNP O O
XXXX NNP O O
phone NN O O
XXXX NN O O
have VBP O O
never RB O O
once RB O O
done VBN O O
business NN O O
company NN O O

ID NNP O O
theft VBD O O
done VBN O O
hacking VBG O O
SS NNP O O
"478 43 5485" SSN O MSK
STOP NNP O O
having VBG O O
government NN O O
monitor NN O O
guys VBP O O
owe VB O O
get VB O O
stuff NN O O
right RB O O
reason NN O O
why WRB O O
guys VBP O O
only RB O O
do VBP O O
something NN O O
b/c VB O O
youre NN O O
afraid NN O O
cfpb NN O O
do VBP O O
b/c VB O O
right JJ O O
thing NN O O
DOOOOOO NNP O O
MY NNP O O
Id NNP O O
reference NN O O
c33315051955952 JJ O O

'm VBP O O
facing VBG O O
credit NN O O
card NN O O
number NN O O
"3411 7949 0594 942" CRE O MSK
wife NN O O
opened VBD O O
joint JJ O O
LOC NNP O O
XXXX NNP O O
XXXX NNP O O
was VBD O O
always RB O O
paid VBN O O
time NN O O

Kibndly RB O O
resolve VB O O
issue NN O O
Here RB O O
card JJ O O
number NN O O
"4716 1383 9452 6086" CRE O MSK
ID NNP O O
l564789 DIL O MSK

unacceptable JJ O O
Navient NNP O O
joke NN O O

Please VB O O
find VB O O
whole NN O O
details NNS O O
credit NN O O
card NN O O
number NN O O
"5338 9497 5870 3649" CRE O MSK
Driving VBG O O
license NN O O
"784 01 3275" SSN O MSK

submiited VBD O O
credit NN O O
card NN O O
number NN O O
"3797 4887 4048 926" CRE O MSK
Driving VBG O O
license NN O O
v22536 NN O O
SSN NNP O O
"430 47 9496" SSN O MSK
loan NN O O
be VB O O
issued VBN O O

debt NN O O
not RB O O
mines VB O O
creditor NN O O
remove VB O O
reinsert VB O O
back RB O O
credit NN O O
new JJ O O
open JJ O O
date.I NN O O
never RB O O
recieved VBD O O
information NN O O
debt NN O O
reporting NN O O
credit NN O O
report NN O O
late JJ O O
closed VBD O O
Please NNP O O
reslove VB O O
